treated,minutes_2023,minutes_2022,minutes_2021,age,tenure,is_lang2,is_lang1,is_connected,new_user,favorite_sports
False,26601.58,16132.72,17633.4,23.0,15.0,1.0,0.0,1.0,False,4
False,19322.51,16214.67,17706.1,35.0,12.0,0.0,0.0,1.0,False,0
False,22165.9,16209.34,17633.4,22.0,18.0,0.0,0.0,1.0,False,2
False,25121.35,16245.52,17633.4,24.0,12.0,0.0,0.0,1.0,False,0
False,18619.36,16118.51,17709.49,19.0,19.0,0.0,0.0,1.0,False,4
False,19699.57,17203.67,17633.4,23.0,16.0,0.0,0.0,1.0,False,1
False,23727.77,17520.53,17743.91,20.0,12.0,1.0,0.0,1.0,False,5
False,22312.87,17903.23,17633.4,38.0,16.0,0.0,0.0,1.0,False,1
False,14777.27,18014.01,17633.4,21.0,13.0,0.0,1.0,1.0,False,0
False,15811.67,17903.23,17715.93,26.0,15.0,0.0,0.0,1.0,False,3
False,8866.36,17946.74,17633.4,27.0,15.0,0.0,1.0,1.0,False,0
False,20288.26,18483.51,17633.4,20.0,14.0,0.0,0.0,1.0,False,3
False,32628.15,18773.99,17745.17,23.0,12.0,0.0,0.0,1.0,False,4
False,18471.58,18798.39,17890.38,21.0,13.0,1.0,0.0,1.0,False,4
False,20032.25,18798.39,17633.4,30.0,12.0,0.0,0.0,1.0,False,2
False,23662.59,19693.55,17633.4,21.0,16.0,0.0,0.0,1.0,False,0
False,2179.01,19693.55,17652.94,38.0,15.0,0.0,0.0,1.0,False,1
False,11677.39,19693.55,17633.4,22.0,14.0,0.0,0.0,1.0,False,3
False,4447.75,21727.53,17633.4,21.0,12.0,0.0,0.0,1.0,False,2
False,22165.9,25064.52,17633.4,22.0,13.0,1.0,0.0,0.0,False,4
False,23768.69,25064.52,17633.4,27.0,17.0,0.0,0.0,1.0,False,0
False,28076.8,26948.43,17633.4,33.0,14.0,0.0,0.0,1.0,False,5
False,28076.8,26854.84,17750.12,33.0,12.0,0.0,0.0,1.0,False,2
False,12294.68,14439.47,17672.59,22.0,13.0,1.0,0.0,1.0,False,1
False,20688.17,12547.08,17728.28,21.0,13.0,0.0,0.0,1.0,False,2
False,19210.44,17366.13,17837.51,26.0,15.0,1.0,0.0,1.0,False,5
False,16240.22,5306.1,18049.46,25.0,14.0,0.0,0.0,0.0,False,1
False,20688.17,11114.29,17845.06,25.0,12.0,0.0,0.0,1.0,False,0
False,26599.08,12945.82,17884.4,20.0,14.0,0.0,0.0,0.0,False,1
False,22530.28,15396.77,17976.44,21.0,14.0,0.0,0.0,1.0,False,1
False,9974.65,14384.25,17939.05,23.0,18.0,0.0,0.0,1.0,False,1
False,23643.62,18803.29,18058.83,35.0,13.0,0.0,0.0,1.0,False,2
False,21099.23,19872.58,18167.63,21.0,20.0,0.0,0.0,1.0,False,1
False,28127.98,23316.65,18025.26,23.0,20.0,0.0,0.0,1.0,False,4
False,17868.73,17934.49,18327.51,32.0,14.0,0.0,0.0,1.0,False,0
False,21870.35,21152.82,18221.18,18.0,15.0,1.0,0.0,0.0,False,1
False,18471.58,22379.03,18243.19,24.0,20.0,0.0,0.0,1.0,False,4
False,22165.9,25499.94,18504.53,24.0,13.0,1.0,0.0,1.0,False,1
False,27337.94,8951.61,18417.11,20.0,17.0,0.0,0.0,1.0,False,3
False,20813.04,12991.72,18417.11,27.0,16.0,0.0,0.0,1.0,False,3
False,20688.17,14591.43,18417.11,25.0,15.0,0.0,0.0,1.0,False,2
False,17350.86,17545.16,18417.11,31.0,14.0,0.0,0.0,1.0,False,1
False,25860.22,18834.97,18442.29,24.0,16.0,0.0,0.0,1.0,False,1
False,28294.41,19701.55,18417.11,18.0,15.0,0.0,0.0,1.0,False,3
False,16375.09,14814.92,18683.22,25.0,15.0,0.0,0.0,1.0,False,0
False,13299.54,0.0,18623.54,24.0,14.0,1.0,0.0,1.0,False,1
False,35504.41,10028.03,18635.25,31.0,18.0,0.0,0.0,1.0,False,1
False,17783.34,16241.05,18613.04,24.0,13.0,1.0,0.0,1.0,False,3
False,19949.31,17008.06,18837.59,22.0,13.0,1.0,0.0,0.0,False,4
False,22509.52,19693.55,18613.04,26.0,17.0,0.0,0.0,1.0,False,4
False,28076.8,19693.55,18613.04,21.0,18.0,0.0,0.0,1.0,False,1
False,23119.12,21483.87,18613.04,25.0,16.0,0.0,0.0,1.0,False,2
False,33003.4,23279.4,18878.29,23.0,16.0,0.0,0.0,0.0,False,2
False,19210.44,23679.19,18640.12,32.0,13.0,1.0,0.0,1.0,False,1
False,19264.72,23632.26,18613.04,31.0,14.0,1.0,0.0,1.0,False,1
False,33692.17,25301.36,18671.58,27.0,13.0,1.0,0.0,1.0,False,1
False,24973.58,18387.82,18733.99,24.0,12.0,0.0,0.0,1.0,False,3
False,28158.93,21662.9,18743.41,21.0,18.0,0.0,0.0,1.0,False,0
False,26707.67,14143.55,18808.96,27.0,15.0,1.0,0.0,1.0,False,0
False,17502.19,16031.64,18808.96,26.0,13.0,0.0,0.0,0.0,False,5
False,32509.98,16169.56,18808.96,26.0,12.0,1.0,0.0,1.0,False,2
False,19511.03,17187.1,18984.9,22.0,15.0,0.0,0.0,1.0,False,0
False,26335.6,17903.23,19016.24,29.0,12.0,0.0,0.0,1.0,False,2
False,18555.44,17905.73,18820.87,21.0,19.0,0.0,0.0,1.0,False,2
False,18323.81,17903.23,18812.92,21.0,13.0,0.0,0.0,1.0,False,3
False,23052.54,18866.44,18808.96,22.0,14.0,0.0,0.0,1.0,False,3
False,12560.68,30467.27,18885.73,27.0,12.0,1.0,0.0,0.0,False,1
False,19311.99,17098.01,18879.5,28.0,15.0,0.0,0.0,1.0,False,1
False,12560.68,16112.9,18953.5,20.0,14.0,1.0,0.0,1.0,False,5
False,22172.48,11995.16,18926.3,22.0,16.0,0.0,0.0,1.0,False,3
False,13479.3,13427.42,19014.43,21.0,12.0,1.0,0.0,1.0,False,1
False,26646.4,16206.93,19152.62,23.0,16.0,0.0,0.0,1.0,False,4
False,19368.22,19693.55,19004.89,22.0,16.0,1.0,0.0,1.0,False,1
False,25958.35,25959.68,19004.89,28.0,13.0,1.0,0.0,1.0,False,4
False,17038.54,20952.09,19046.03,25.0,15.0,0.0,0.0,1.0,False,2
False,13322.48,0.0,19173.68,24.0,16.0,0.0,1.0,1.0,False,0
False,17038.52,20683.6,19096.97,19.0,13.0,0.0,0.0,1.0,False,2
False,18563.56,14772.62,19321.2,20.0,13.0,0.0,0.0,1.0,False,3
False,0.0,17688.39,19200.81,24.0,20.0,0.0,0.0,1.0,False,5
False,23750.63,19514.52,19200.81,24.0,16.0,0.0,0.0,0.0,False,4
False,23052.54,21522.43,19203.44,25.0,14.0,0.0,0.0,1.0,False,3
False,33556.95,22558.06,19200.81,22.0,17.0,0.0,0.0,1.0,False,0
False,24698.43,13024.6,19334.27,21.0,12.0,0.0,0.0,1.0,False,4
False,17289.4,17682.38,19397.31,20.0,17.0,0.0,0.0,1.0,False,4
False,29554.53,45.16,19298.78,22.0,12.0,0.0,0.0,1.0,False,4
False,20617.34,19212.14,19449.04,32.0,15.0,0.0,0.0,1.0,False,4
False,1620.81,152.58,19596.21,24.0,20.0,0.0,0.0,0.0,False,4
False,25142.35,12532.26,19496.46,20.0,12.0,0.0,0.0,1.0,False,4
False,130.18,12532.26,19396.74,23.0,14.0,0.0,0.0,1.0,False,3
False,31032.26,17903.23,19396.74,20.0,17.0,0.0,0.0,1.0,False,2
False,25628.18,25780.64,19512.78,24.0,19.0,0.0,0.0,1.0,False,0
False,23643.62,15217.74,19494.71,22.0,19.0,1.0,0.0,0.0,False,5
False,14777.27,12098.1,19597.27,26.0,13.0,1.0,0.0,1.0,False,1
False,23668.96,82.62,19592.67,34.0,16.0,0.0,0.0,0.0,False,0
False,23661.41,14.92,19777.95,22.0,13.0,0.0,0.0,1.0,False,4
False,22337.3,716.13,19592.67,21.0,16.0,1.0,0.0,0.0,False,3
False,24642.57,5588.17,19637.22,21.0,16.0,1.0,0.0,1.0,False,1
False,18490.15,11672.67,19592.67,20.0,13.0,1.0,0.0,1.0,False,0
False,19210.44,12097.31,19592.67,20.0,15.0,1.0,0.0,0.0,False,0
False,14777.27,12355.31,19628.67,27.0,14.0,1.0,0.0,1.0,False,5
False,17720.9,12532.26,19592.67,21.0,16.0,0.0,0.0,1.0,False,3
False,17779.57,12532.26,19697.82,18.0,14.0,0.0,1.0,1.0,False,4
False,31032.26,12922.95,19592.67,23.0,17.0,0.0,0.0,1.0,False,0
False,17732.72,13714.33,19699.19,33.0,14.0,0.0,0.0,1.0,False,1
False,16393.17,13964.52,19731.06,27.0,15.0,0.0,0.0,1.0,False,4
False,23708.76,14933.55,19614.22,24.0,18.0,0.0,0.0,1.0,False,0
False,12816.95,16883.98,19624.5,20.0,12.0,1.0,0.0,1.0,False,5
False,22236.52,17253.47,19592.67,23.0,13.0,1.0,0.0,1.0,False,3
False,25070.06,17008.06,19759.2,25.0,13.0,0.0,0.0,1.0,False,4
False,22437.81,17263.14,19592.67,22.0,13.0,0.0,0.0,1.0,False,0
False,15461.54,17263.0,19623.07,31.0,14.0,0.0,0.0,1.0,False,1
False,19210.44,17570.28,19592.67,28.0,13.0,1.0,0.0,1.0,False,0
False,14792.2,17508.15,19592.67,23.0,14.0,1.0,0.0,1.0,False,1
False,25121.35,17793.63,19592.67,23.0,16.0,1.0,0.0,1.0,False,0
False,25717.59,17903.23,19617.74,22.0,17.0,0.0,0.0,1.0,False,0
False,23643.62,17903.23,19592.67,22.0,14.0,0.0,0.0,1.0,False,5
False,17066.69,17903.23,19673.49,19.0,19.0,0.0,0.0,0.0,False,5
False,16380.87,17903.23,19600.0,22.0,14.0,0.0,0.0,1.0,False,4
False,17819.15,17913.73,19760.19,24.0,19.0,0.0,0.0,1.0,False,0
False,26636.39,17903.23,19703.48,20.0,15.0,1.0,0.0,1.0,False,0
False,32766.2,18082.26,19737.93,25.0,15.0,0.0,0.0,1.0,False,2
False,23646.79,18622.39,19734.11,19.0,12.0,1.0,0.0,1.0,False,5
False,17799.76,18798.39,19592.67,19.0,15.0,0.0,0.0,1.0,False,4
False,17437.17,18798.39,19592.67,35.0,18.0,0.0,0.0,1.0,False,5
False,26599.08,19335.48,19592.67,27.0,20.0,0.0,0.0,1.0,False,2
False,21397.16,19335.48,19592.67,30.0,15.0,0.0,0.0,1.0,False,0
False,20424.86,19466.18,19592.67,27.0,14.0,1.0,0.0,1.0,False,5
False,22563.18,19693.55,19592.67,27.0,13.0,0.0,0.0,1.0,False,1
False,13484.61,19693.55,19592.67,25.0,16.0,0.0,0.0,0.0,False,3
False,17798.25,19693.55,19592.67,20.0,14.0,0.0,0.0,1.0,False,1
False,43003.48,20716.53,19693.64,21.0,18.0,1.0,0.0,1.0,False,0
False,21982.66,21125.81,19800.55,22.0,15.0,0.0,0.0,1.0,False,5
False,24884.92,21215.32,19601.75,23.0,14.0,0.0,0.0,1.0,False,3
False,23348.08,21483.87,19592.67,23.0,12.0,0.0,0.0,1.0,False,1
False,22263.46,21789.58,19640.81,31.0,16.0,0.0,0.0,1.0,False,4
False,22324.88,21483.87,19701.44,33.0,15.0,0.0,0.0,1.0,False,3
False,25202.69,21483.87,19592.67,23.0,15.0,0.0,0.0,1.0,False,0
False,20688.17,21483.87,19592.67,23.0,16.0,0.0,0.0,1.0,False,4
False,21279.26,21567.11,19592.67,20.0,15.0,0.0,0.0,1.0,False,5
False,32623.17,21483.87,19592.67,23.0,16.0,0.0,0.0,1.0,False,5
False,29625.99,21483.87,19763.91,24.0,14.0,0.0,0.0,1.0,False,5
False,23656.71,21483.87,19599.26,37.0,12.0,1.0,0.0,1.0,False,5
False,29694.7,21666.58,19592.67,26.0,15.0,0.0,0.0,1.0,False,3
False,29418.51,21739.89,19592.67,30.0,14.0,0.0,0.0,1.0,False,3
False,29433.61,21860.8,19592.67,30.0,13.0,0.0,0.0,1.0,False,5
False,22250.49,23019.93,19592.67,28.0,19.0,0.0,0.0,0.0,False,0
False,21539.78,23352.94,19684.65,21.0,16.0,1.0,0.0,1.0,False,0
False,25990.07,24169.36,19634.88,24.0,15.0,1.0,0.0,1.0,False,5
False,28851.59,25128.96,19592.67,23.0,17.0,1.0,0.0,0.0,False,0
False,29554.53,25064.52,19792.12,34.0,12.0,0.0,0.0,0.0,False,1
False,25897.16,27034.31,19592.67,23.0,16.0,1.0,0.0,1.0,False,1
False,36989.73,44815.6,19780.83,28.0,21.0,0.0,0.0,1.0,False,5
False,23643.62,19415.21,19596.59,24.0,19.0,0.0,0.0,1.0,False,3
False,23643.62,8912.43,19667.15,23.0,13.0,0.0,0.0,1.0,False,5
False,25280.27,6624.19,19867.08,20.0,15.0,0.0,0.0,1.0,False,1
False,22284.12,20237.33,19852.96,21.0,16.0,0.0,0.0,1.0,False,3
False,37026.21,20208.63,19735.7,24.0,15.0,0.0,0.0,1.0,False,5
False,23669.15,25234.83,19808.87,25.0,14.0,1.0,0.0,1.0,False,5
False,14887.53,21269.03,19788.6,26.0,14.0,0.0,0.0,1.0,False,5
False,31032.26,23274.19,19937.54,28.0,14.0,1.0,0.0,1.0,False,0
False,31032.26,12532.26,19984.52,25.0,17.0,0.0,0.0,1.0,False,0
False,26703.48,23310.98,19984.52,20.0,13.0,0.0,0.0,1.0,False,5
False,56892.47,21215.32,20068.77,18.0,13.0,0.0,0.0,1.0,False,0
False,21279.26,19335.48,20082.48,25.0,16.0,1.0,0.0,1.0,False,4
False,0.0,8.66,20141.26,21.0,14.0,0.0,0.0,1.0,False,2
False,33987.71,15754.84,20201.87,24.0,12.0,0.0,0.0,1.0,False,3
False,106.95,17455.64,20295.16,29.0,14.0,0.0,0.0,1.0,False,2
False,29572.06,19693.55,20180.45,23.0,16.0,0.0,0.0,1.0,False,3
False,17788.77,19712.68,20254.21,31.0,13.0,0.0,0.0,1.0,False,0
False,22904.76,21139.84,20191.8,23.0,19.0,0.0,0.0,1.0,False,1
False,28520.12,21578.76,20180.45,22.0,19.0,0.0,0.0,1.0,False,3
False,42854.07,17965.77,20200.04,21.0,17.0,0.0,0.0,1.0,False,0
False,23052.54,19335.48,20233.35,21.0,17.0,1.0,0.0,0.0,False,3
False,20113.07,20195.9,20484.47,37.0,16.0,0.0,0.0,1.0,False,0
False,32638.53,17903.23,20376.38,25.0,13.0,0.0,0.0,1.0,False,5
False,17071.39,18717.81,20376.38,19.0,13.0,0.0,0.0,1.0,False,3
False,22274.44,21042.81,20376.38,20.0,12.0,0.0,0.0,1.0,False,3
False,20769.78,21483.87,20552.02,26.0,15.0,0.0,0.0,1.0,False,2
False,12412.9,11637.1,20572.3,21.0,17.0,0.0,0.0,0.0,False,0
False,16363.42,14322.58,20668.1,30.0,13.0,1.0,0.0,0.0,False,4
False,24530.26,17639.09,20716.14,22.0,13.0,0.0,0.0,1.0,False,5
False,88663.59,18692.68,20572.3,22.0,18.0,0.0,0.0,1.0,False,2
False,29569.39,18891.17,20600.96,27.0,17.0,0.0,0.0,1.0,False,5
False,23717.61,18819.56,20572.3,22.0,16.0,0.0,0.0,1.0,False,0
False,22234.97,18798.39,20649.39,21.0,16.0,0.0,0.0,1.0,False,5
False,35520.96,18977.42,20624.25,20.0,18.0,0.0,0.0,1.0,False,4
False,20688.17,18977.79,20572.3,36.0,13.0,0.0,0.0,1.0,False,3
False,22524.87,20588.71,20680.48,19.0,12.0,0.0,0.0,1.0,False,3
False,22345.98,20767.74,20718.89,23.0,13.0,0.0,0.0,1.0,False,4
False,25429.42,21530.27,20650.58,27.0,14.0,0.0,0.0,1.0,False,1
False,32661.45,24916.37,20572.3,31.0,12.0,0.0,0.0,1.0,False,2
False,32705.14,24772.69,20572.3,27.0,13.0,0.0,0.0,1.0,False,4
False,7418.04,25064.52,20572.3,27.0,16.0,0.0,0.0,1.0,False,3
False,31032.26,25959.68,20572.3,20.0,14.0,1.0,0.0,1.0,False,4
False,7895.2,32521.43,20580.58,32.0,16.0,1.0,0.0,1.0,False,3
False,31032.26,33658.06,20603.37,24.0,16.0,0.0,0.0,1.0,False,2
False,39011.98,21483.87,20740.44,19.0,17.0,0.0,0.0,0.0,False,0
False,44331.8,83.95,20768.23,21.0,15.0,0.0,0.0,1.0,False,5
False,17577.92,14481.24,20816.99,21.0,14.0,0.0,0.0,0.0,False,5
False,22211.46,19693.55,20938.8,28.0,18.0,0.0,0.0,1.0,False,5
False,27519.54,23274.19,20768.23,19.0,15.0,0.0,0.0,1.0,False,3
False,26361.93,23274.19,20768.23,21.0,14.0,1.0,0.0,1.0,False,1
False,21055.06,12174.19,20895.58,31.0,12.0,0.0,0.0,1.0,False,1
False,23399.07,18492.17,21293.1,22.0,16.0,0.0,0.0,0.0,False,1
False,28446.24,20684.04,21150.1,23.0,14.0,0.0,0.0,1.0,False,3
False,22018.13,21483.87,21013.2,23.0,20.0,0.0,0.0,1.0,False,1
False,26275.49,24797.32,21097.1,20.0,19.0,0.0,0.0,1.0,False,1
False,25121.35,22379.03,21172.84,23.0,15.0,1.0,0.0,1.0,False,1
False,15054.46,20366.71,21147.49,29.0,14.0,0.0,0.0,1.0,False,5
False,19656.71,20141.13,21140.49,24.0,17.0,0.0,0.0,1.0,False,3
False,19830.62,20219.41,21171.73,26.0,15.0,0.0,0.0,1.0,False,5
False,23643.62,17903.23,21160.08,20.0,16.0,1.0,0.0,1.0,False,0
False,12435.21,21483.87,21306.85,31.0,12.0,0.0,0.0,1.0,False,3
False,123.9,23554.8,21359.45,26.0,14.0,0.0,0.0,1.0,False,2
False,21280.57,24284.08,21160.08,23.0,15.0,0.0,0.0,1.0,False,1
False,24787.39,24094.16,21301.49,34.0,17.0,0.0,0.0,0.0,False,0
False,35465.44,15038.71,21363.86,25.0,15.0,0.0,0.0,1.0,False,1
False,21876.25,20664.88,21356.01,24.0,14.0,1.0,0.0,1.0,False,1
False,25558.76,26586.29,21520.71,22.0,16.0,0.0,1.0,1.0,False,4
False,41468.31,0.0,21551.94,31.0,18.0,0.0,0.0,1.0,False,0
False,177.76,8517.44,21551.94,25.0,16.0,0.0,0.0,1.0,False,3
False,21899.27,10562.9,21642.08,25.0,14.0,0.0,0.0,1.0,False,5
False,16254.99,14322.58,21551.94,25.0,16.0,0.0,0.0,1.0,False,5
False,15638.78,14375.14,21551.94,28.0,12.0,1.0,0.0,1.0,False,2
False,15638.78,14322.58,21586.93,28.0,14.0,1.0,0.0,1.0,False,3
False,26645.17,15217.74,21551.94,20.0,14.0,0.0,0.0,1.0,False,0
False,19371.48,15754.84,21566.89,19.0,16.0,0.0,0.0,1.0,False,4
False,20688.17,17040.85,21582.88,23.0,12.0,0.0,0.0,1.0,False,2
False,25121.35,18142.36,21734.27,28.0,16.0,1.0,0.0,1.0,False,5
False,44423.62,18619.36,21727.09,21.0,20.0,0.0,0.0,1.0,False,2
False,23367.69,18798.39,21551.94,25.0,19.0,0.0,0.0,1.0,False,2
False,17843.41,19222.33,21551.94,26.0,19.0,1.0,0.0,0.0,False,5
False,31246.14,19706.21,21551.94,28.0,15.0,0.0,0.0,1.0,False,1
False,44367.55,19875.06,21551.94,28.0,14.0,0.0,0.0,1.0,False,1
False,25.2,20398.83,21551.94,35.0,15.0,0.0,0.0,1.0,False,0
False,19237.04,20613.11,21551.94,29.0,13.0,0.0,0.0,1.0,False,0
False,28825.49,20588.71,21695.57,24.0,20.0,0.0,0.0,1.0,False,2
False,20150.78,20746.69,21551.94,24.0,16.0,0.0,0.0,1.0,False,5
False,23052.54,21120.44,21627.63,25.0,16.0,0.0,0.0,1.0,False,4
False,23212.96,21627.81,21794.61,20.0,15.0,0.0,0.0,1.0,False,5
False,26599.08,21483.87,21551.94,23.0,15.0,0.0,0.0,1.0,False,2
False,12691.02,21483.87,21597.29,20.0,14.0,0.0,0.0,1.0,False,5
False,23755.65,21506.31,21588.67,26.0,15.0,0.0,0.0,1.0,False,0
False,29492.47,21498.87,21551.94,23.0,20.0,0.0,0.0,1.0,False,3
False,21550.44,21483.87,21571.78,24.0,12.0,0.0,0.0,1.0,False,0
False,24502.48,22379.03,21612.91,27.0,15.0,0.0,0.0,1.0,False,3
False,33248.85,22737.1,21678.63,25.0,20.0,0.0,0.0,0.0,False,0
False,31505.13,22916.13,21566.46,20.0,14.0,0.0,0.0,1.0,False,3
False,27633.49,23289.87,21551.94,24.0,17.0,0.0,0.0,1.0,False,3
False,22904.76,23407.71,21554.31,31.0,18.0,0.0,0.0,1.0,False,4
False,23643.62,23307.37,21551.94,22.0,18.0,0.0,0.0,1.0,False,5
False,22165.9,23274.19,21551.94,24.0,14.0,0.0,0.0,1.0,False,0
False,26633.07,23722.36,21551.94,30.0,15.0,0.0,0.0,1.0,False,2
False,21533.67,24946.72,21551.94,29.0,16.0,1.0,0.0,1.0,False,0
False,26458.52,25959.68,21562.51,29.0,15.0,1.0,0.0,1.0,False,4
False,58665.74,25959.68,21586.0,21.0,15.0,0.0,0.0,1.0,False,4
False,36943.16,25959.68,21551.94,32.0,21.0,0.0,0.0,0.0,False,0
False,38466.86,26184.28,21551.94,20.0,12.0,0.0,0.0,1.0,False,0
False,35584.76,26765.32,21551.94,21.0,16.0,0.0,0.0,1.0,False,2
False,53937.02,31151.61,21551.94,20.0,21.0,0.0,0.0,1.0,False,5
False,44331.8,35806.45,21552.75,21.0,17.0,0.0,0.0,1.0,False,1
False,22233.95,26854.84,21658.79,23.0,14.0,0.0,0.0,1.0,False,4
False,22165.9,21918.92,21751.14,32.0,17.0,0.0,0.0,1.0,False,5
False,2216.59,11413.31,21747.86,23.0,13.0,0.0,0.0,0.0,False,1
False,18736.01,21881.83,21747.86,28.0,16.0,0.0,0.0,1.0,False,0
False,25121.35,21714.01,21865.42,23.0,12.0,0.0,0.0,1.0,False,2
False,18767.13,26353.55,21985.08,22.0,15.0,1.0,0.0,1.0,False,3
False,35317.66,24742.26,21922.24,23.0,16.0,0.0,1.0,1.0,False,1
False,24382.49,19156.45,21943.79,37.0,12.0,0.0,0.0,1.0,False,4
False,21131.49,20425.54,21953.49,24.0,14.0,0.0,0.0,1.0,False,1
False,18394.89,20588.71,22000.34,24.0,13.0,0.0,0.0,1.0,False,0
False,22165.9,21958.34,21943.79,21.0,17.0,0.0,0.0,1.0,False,4
False,36943.16,25959.68,21987.09,20.0,15.0,1.0,0.0,1.0,False,1
False,25860.22,5671.74,21953.58,20.0,14.0,0.0,1.0,1.0,False,1
False,41376.34,18921.68,22139.72,23.0,15.0,0.0,0.0,0.0,False,2
False,23643.62,22622.52,22246.97,34.0,12.0,0.0,0.0,1.0,False,4
False,61893.06,25422.58,22267.19,22.0,14.0,0.0,0.0,0.0,False,1
False,33255.58,27989.29,22246.47,22.0,17.0,1.0,0.0,1.0,False,3
False,29554.53,33384.02,22205.93,22.0,13.0,1.0,0.0,1.0,False,3
False,26599.08,23306.42,22367.71,25.0,16.0,0.0,0.0,1.0,False,3
False,14786.17,22379.03,22237.68,22.0,21.0,0.0,0.0,1.0,False,0
False,27021.27,27544.11,22306.25,35.0,15.0,0.0,0.0,1.0,False,3
False,26876.89,27557.4,22306.25,33.0,14.0,0.0,0.0,1.0,False,2
False,26995.7,27606.51,22360.54,34.0,14.0,0.0,0.0,1.0,False,2
False,25399.16,24135.25,22463.1,34.0,15.0,0.0,0.0,1.0,False,5
False,29068.33,22880.32,22335.64,20.0,19.0,0.0,0.0,1.0,False,0
False,31083.96,24169.36,22335.64,22.0,16.0,0.0,1.0,1.0,False,4
False,23269.76,16418.34,22521.86,26.0,12.0,0.0,0.0,1.0,False,3
False,23269.76,16417.74,22478.62,27.0,16.0,0.0,0.0,1.0,False,3
False,23643.62,18619.36,22531.57,21.0,13.0,1.0,0.0,1.0,False,2
False,35465.44,20588.71,22544.76,21.0,18.0,0.0,0.0,1.0,False,4
False,22170.01,20976.28,22768.1,28.0,14.0,0.0,1.0,1.0,False,4
False,22165.9,21496.0,22575.76,21.0,15.0,0.0,0.0,1.0,False,1
False,23723.64,21486.24,22538.61,22.0,20.0,0.0,0.0,1.0,False,4
False,23688.23,22379.03,22706.38,32.0,15.0,0.0,0.0,1.0,False,0
False,37469.62,22441.16,22531.57,22.0,14.0,0.0,0.0,1.0,False,1
False,26599.08,22542.48,22531.57,25.0,16.0,0.0,0.0,1.0,False,1
False,24441.54,23274.19,22701.91,18.0,12.0,0.0,0.0,1.0,False,1
False,28547.07,23274.19,22531.57,32.0,18.0,0.0,0.0,1.0,False,5
False,25564.67,25028.71,22531.57,31.0,15.0,0.0,1.0,1.0,False,2
False,29554.53,25132.89,22531.57,27.0,14.0,0.0,0.0,1.0,False,5
False,24973.58,26496.77,22531.57,25.0,12.0,0.0,0.0,1.0,False,5
False,29554.53,26854.84,22531.57,22.0,12.0,1.0,0.0,0.0,False,4
False,42854.07,30492.88,22531.57,21.0,17.0,0.0,0.0,0.0,False,0
False,26599.08,33684.15,22531.57,23.0,14.0,0.0,0.0,1.0,False,5
False,28918.24,18261.29,22629.44,23.0,20.0,0.0,0.0,1.0,False,1
False,17732.72,19784.03,22717.56,35.0,19.0,0.0,0.0,0.0,False,1
False,20814.69,24847.34,22682.43,21.0,15.0,0.0,0.0,1.0,False,1
False,27805.85,1503.87,22731.1,26.0,16.0,1.0,0.0,1.0,False,3
False,20688.17,18725.61,22727.5,26.0,14.0,0.0,0.0,1.0,False,4
False,22940.02,20051.61,22767.88,23.0,16.0,0.0,0.0,1.0,False,4
False,26599.08,21564.34,22728.17,21.0,12.0,0.0,0.0,1.0,False,4
False,22956.25,21841.94,22733.2,34.0,14.0,0.0,0.0,1.0,False,0
False,24168.95,22379.03,22851.7,23.0,19.0,0.0,0.0,1.0,False,4
False,24407.21,22696.41,22840.85,34.0,15.0,0.0,0.0,1.0,False,1
False,27280.36,21579.54,22923.42,23.0,17.0,0.0,0.0,1.0,False,4
False,26529.46,22427.2,22979.02,19.0,20.0,0.0,0.0,0.0,False,4
False,28154.97,23355.98,22923.42,22.0,16.0,0.0,0.0,1.0,False,1
False,14777.27,24033.29,22982.2,19.0,12.0,0.0,0.0,1.0,False,4
False,61.97,127.68,23119.35,24.0,15.0,0.0,0.0,1.0,False,2
False,25433.4,24074.47,23119.35,22.0,15.0,0.0,0.0,1.0,False,3
False,27649.12,26767.11,23378.02,24.0,13.0,0.0,0.0,1.0,False,2
False,39.87,0.0,23511.2,21.0,12.0,0.0,0.0,1.0,False,3
False,21279.26,11279.03,23511.2,23.0,16.0,0.0,0.0,1.0,False,4
False,31032.26,13785.48,23511.2,23.0,14.0,0.0,0.0,1.0,False,0
False,66506.08,14135.3,23511.2,25.0,16.0,0.0,1.0,1.0,False,2
False,39973.98,14322.58,23544.89,33.0,19.0,0.0,0.0,0.0,False,1
False,20906.09,14322.58,23511.2,20.0,17.0,0.0,0.0,0.0,False,3
False,23643.62,14322.58,23680.18,25.0,15.0,1.0,0.0,1.0,False,5
False,12795.49,15060.14,23511.2,22.0,13.0,0.0,0.0,1.0,False,1
False,22067.24,16145.55,23511.2,24.0,16.0,1.0,0.0,1.0,False,4
False,0.0,16112.9,23720.15,21.0,14.0,0.0,0.0,1.0,False,3
False,30293.4,16263.06,23651.41,30.0,16.0,0.0,0.0,1.0,False,3
False,22165.9,17903.23,23511.2,27.0,14.0,0.0,0.0,1.0,False,0
False,37004.32,18798.39,23650.99,25.0,15.0,0.0,0.0,1.0,False,4
False,13559.62,19462.35,23540.86,29.0,15.0,1.0,0.0,1.0,False,4
False,77079.42,19693.55,23564.72,28.0,20.0,1.0,0.0,1.0,False,1
False,76841.78,19693.55,23511.2,29.0,21.0,1.0,0.0,1.0,False,5
False,19016.32,19854.68,23511.2,19.0,13.0,0.0,0.0,1.0,False,5
False,22246.18,20588.71,23511.2,35.0,13.0,0.0,0.0,1.0,False,2
